age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out
23,F,Hispanic,Less than 25,Low,Male,0,-1,3,0,0,12/30/2013 11:58,2/14/2014 10:05
27,M,African-American,25 - 45,Low,Male,0,0,1,0,0,4/8/2013 12:40,4/9/2013 7:53
44,M,Caucasian,25 - 45,Low,Male,0,-1,1,1,1,1/1/2014 4:24,1/2/2014 9:45
28,M,Caucasian,25 - 45,Low,Male,3,-1,3,1,1,2/17/2013 1:53,2/18/2013 1:13
42,F,Caucasian,25 - 45,Low,Female,0,-3,2,0,0,5/25/2013 4:27,5/26/2013 7:10
24,F,Other,Less than 25,High,Male,9,-1,10,1,1,3/15/2013 12:03,3/20/2013 2:58
27,F,African-American,25 - 45,Low,Male,0,0,2,0,0,1/14/2014 3:37,1/31/2014 9:03
20,F,African-American,Less than 25,High,Male,0,-1,10,1,1,8/18/2014 5:35,8/19/2014 1:42
51,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,3/22/2014 2:29,3/23/2014 9:07
56,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,12/11/2013 3:02,12/12/2013 8:42
29,F,African-American,25 - 45,High,Male,7,-1,9,0,0,4/24/2013 5:02,4/25/2013 9:15
20,F,African-American,Less than 25,High,Male,0,-1,9,1,1,1/10/2014 7:41,8/8/2014 5:21
27,F,Caucasian,25 - 45,Medium,Male,8,-1,5,0,0,2/21/2013 7:20,4/30/2013 10:43
24,F,African-American,Less than 25,High,Male,2,-1,9,1,1,3/25/2013 2:04,4/13/2013 5:00
53,F,Caucasian,Greater than 45,Medium,Male,36,-7,6,1,1,12/4/2014 8:28,1/6/2015 8:20
28,M,Caucasian,25 - 45,Low,Male,2,0,3,1,1,10/4/2013 1:55,10/5/2013 7:07
21,F,Hispanic,Less than 25,Medium,Male,3,-22,5,1,0,7/11/2013 4:30,8/2/2013 6:07
36,F,African-American,25 - 45,Medium,Female,0,-1,7,0,0,5/5/2013 8:31,5/17/2013 8:35
25,M,Caucasian,25 - 45,Low,Female,2,-2,4,1,1,1/9/2013 8:33,1/10/2013 9:40
23,M,Hispanic,Less than 25,Low,Female,1,0,3,1,0,4/4/2013 1:13,4/4/2013 11:28
28,F,Caucasian,25 - 45,Medium,Male,1,-4,5,0,0,2/27/2014 4:28,2/28/2014 8:49
21,F,African-American,Less than 25,High,Female,0,-1,8,1,1,4/24/2013 4:54,4/25/2013 9:10
36,M,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,12/22/2013 8:25,12/23/2013 1:09
24,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,3/12/2014 7:36,3/13/2014 1:26
30,F,Other,25 - 45,Low,Male,1,-1,2,1,1,1/23/2014 10:49,1/24/2014 1:36
29,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,3/1/2014 2:42,3/2/2014 8:38
30,M,Caucasian,25 - 45,Medium,Female,0,0,6,0,0,3/22/2013 12:02,3/26/2013 9:46
51,M,Hispanic,Greater than 45,Low,Male,1,-1,1,0,0,12/26/2013 4:15,12/27/2013 7:50
32,F,African-American,25 - 45,High,Male,12,-1,9,1,1,2/15/2013 12:13,2/17/2013 1:27
23,F,African-American,Less than 25,Medium,Male,1,0,6,0,0,1/31/2014 1:04,2/1/2014 3:16
47,F,African-American,Greater than 45,Low,Male,3,0,3,0,0,3/25/2013 3:26,3/25/2013 7:55
37,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,2/24/2014 5:11,3/15/2014 5:53
19,F,African-American,Less than 25,High,Male,2,-1,10,1,1,9/12/2014 6:18,9/13/2014 10:54
27,M,Hispanic,25 - 45,High,Male,0,-1,8,0,0,1/31/2014 2:14,2/2/2014 4:25
39,M,Other,25 - 45,Low,Male,0,-1,1,0,0,11/26/2013 6:08,11/27/2013 2:09
21,F,Caucasian,Less than 25,Medium,Female,0,0,6,0,0,2/21/2013 5:16,2/21/2013 9:22
69,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1/30/2013 8:36,1/31/2013 7:20
21,F,Caucasian,Less than 25,Medium,Male,2,-1,6,0,0,11/6/2013 7:01,11/8/2013 9:11
26,M,African-American,25 - 45,High,Male,6,0,10,1,1,10/7/2013 12:35,10/11/2013 6:19
22,F,Caucasian,Less than 25,Low,Male,0,-2,4,0,0,12/7/2013 1:04,12/7/2013 2:19
23,F,African-American,Less than 25,Medium,Female,0,-1,5,1,1,4/23/2013 9:37,4/24/2013 1:57
49,F,African-American,Greater than 45,Medium,Male,3,0,5,0,0,10/15/2013 12:10,10/19/2013 5:47
29,M,African-American,25 - 45,Low,Male,2,-1,4,1,0,1/29/2013 11:52,3/21/2013 7:00
60,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,10/13/2013 5:34,10/14/2013 2:36
23,F,African-American,Less than 25,High,Male,3,0,10,1,1,5/6/2013 2:04,5/6/2013 8:01
20,F,Other,Less than 25,Low,Female,1,-21,4,0,0,2/19/2013 8:48,2/22/2013 7:41
36,F,Hispanic,25 - 45,Low,Male,1,0,3,0,0,4/22/2013 2:33,7/26/2013 5:05
30,F,Caucasian,25 - 45,Low,Male,0,0,4,0,0,5/4/2013 12:45,5/6/2013 8:53
21,F,African-American,Less than 25,Low,Male,1,-1,3,1,0,6/16/2013 12:36,6/16/2013 7:01
22,M,Caucasian,Less than 25,Medium,Male,2,-1,6,1,1,9/8/2013 11:40,9/9/2013 7:52
21,F,African-American,Less than 25,High,Male,4,-1,9,1,1,10/21/2013 6:36,5/29/2014 4:43
21,F,African-American,Less than 25,Medium,Male,0,-1,5,1,1,10/8/2014 5:30,10/20/2014 9:06
34,M,Caucasian,25 - 45,Low,Male,1,0,1,0,0,2/4/2014 3:26,2/4/2014 8:29
50,M,Caucasian,Greater than 45,Low,Female,1,-1,1,1,1,4/7/2014 11:40,4/8/2014 9:22
40,F,Caucasian,25 - 45,Medium,Male,0,-1,7,1,1,3/29/2014 1:49,4/6/2014 8:39
25,F,African-American,25 - 45,High,Male,7,-1,8,1,1,2/24/2014 4:26,7/1/2014 9:26
53,M,Caucasian,Greater than 45,Low,Female,1,-1,1,0,0,12/21/2013 5:26,12/22/2013 1:41
24,F,African-American,Less than 25,Low,Female,0,-1,4,0,0,12/13/2013 3:13,12/14/2013 7:19
42,F,African-American,25 - 45,Low,Male,1,-12,1,0,0,5/31/2013 4:44,6/4/2013 10:17
28,M,African-American,25 - 45,Low,Male,1,-1,3,0,0,4/2/2013 12:18,4/4/2013 7:54
26,F,African-American,25 - 45,High,Male,6,-1,8,1,1,4/22/2013 7:13,4/23/2013 7:33
22,F,African-American,Less than 25,High,Male,4,-1,9,1,1,2/4/2013 2:09,10/22/2013 6:51
21,M,Caucasian,Less than 25,Medium,Male,3,-8,7,0,0,8/4/2013 3:23,8/10/2013 1:02
37,F,African-American,25 - 45,High,Male,23,-1,9,1,1,3/16/2013 6:38,4/2/2013 12:59
35,F,African-American,25 - 45,Medium,Male,2,-1,5,0,0,5/15/2013 4:19,5/20/2013 9:26
53,F,African-American,Greater than 45,Low,Male,2,-1,1,0,0,8/6/2013 7:34,8/7/2013 1:05
29,F,African-American,25 - 45,Low,Male,7,-1,4,1,0,8/15/2013 4:47,8/16/2013 10:21
48,F,Caucasian,Greater than 45,High,Male,23,-1,8,1,1,2/8/2013 7:54,2/4/2014 6:26
52,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,3/25/2013 4:21,3/25/2013 8:42
27,F,African-American,25 - 45,High,Male,12,-1,8,1,1,4/15/2013 5:42,5/17/2013 4:23
28,F,African-American,25 - 45,High,Male,5,0,9,1,0,2/13/2013 2:14,4/5/2013 8:12
33,M,Caucasian,25 - 45,Low,Male,3,0,3,0,0,12/22/2013 1:14,12/22/2013 7:48
28,F,Hispanic,25 - 45,Low,Female,0,-1,2,0,0,4/4/2013 3:19,4/6/2013 12:28
36,F,African-American,25 - 45,Medium,Male,14,-1,7,1,1,1/31/2013 10:14,2/1/2013 8:48
29,F,African-American,25 - 45,Medium,Male,2,-1,5,0,0,4/4/2013 11:24,4/6/2013 8:01
22,M,African-American,Less than 25,High,Male,0,0,9,1,1,1/1/2013 1:31,1/22/2013 9:01
25,F,Caucasian,25 - 45,Low,Male,0,0,2,0,0,3/27/2013 2:09,3/27/2013 6:55
56,F,African-American,Greater than 45,Low,Male,5,-1,3,0,0,1/3/2013 5:51,1/15/2013 7:43
27,F,African-American,25 - 45,High,Male,9,-1,8,1,1,9/3/2013 3:15,10/25/2013 6:07
52,F,Caucasian,Greater than 45,Low,Male,4,-1,1,1,1,5/28/2014 4:41,6/4/2014 5:26
32,F,African-American,25 - 45,Low,Male,3,0,2,0,0,2/7/2013 2:19,2/8/2013 5:35
60,F,Other,Greater than 45,Low,Male,4,-1,1,0,0,11/25/2013 5:03,11/26/2013 8:38
23,M,Hispanic,Less than 25,Low,Male,1,-5,3,0,0,4/24/2013 7:55,4/29/2013 12:20
39,M,Caucasian,25 - 45,Medium,Female,0,-2,6,0,0,6/18/2013 7:12,6/19/2013 6:12
56,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,10/18/2013 8:52,10/19/2013 8:16
22,F,African-American,Less than 25,Medium,Female,0,0,7,0,0,8/24/2013 2:29,8/24/2013 8:38
53,F,African-American,Greater than 45,Medium,Male,11,-1,6,0,0,4/18/2013 8:45,8/6/2013 9:11
25,M,Caucasian,25 - 45,Low,Male,0,0,2,1,1,7/31/2014 3:49,7/31/2014 8:39
21,M,Hispanic,Less than 25,Low,Male,0,0,3,0,0,10/28/2013 3:10,10/28/2013 7:42
22,F,Caucasian,Less than 25,Low,Male,0,-1,3,0,0,2/8/2014 9:30,2/10/2014 8:41
58,M,Caucasian,Greater than 45,Low,Female,2,-23,1,0,0,4/6/2013 8:22,4/7/2013 12:56
31,M,African-American,25 - 45,Low,Male,7,0,3,1,1,1/26/2014 1:17,1/27/2014 3:11
22,F,Caucasian,Less than 25,Medium,Male,1,-1,5,1,1,6/25/2013 11:20,6/26/2013 1:21
28,F,African-American,25 - 45,Medium,Male,8,-1,6,1,1,1/9/2013 1:31,1/12/2013 12:38
42,F,Other,25 - 45,Low,Male,1,-1,1,0,0,9/14/2013 6:17,9/16/2013 7:28
20,F,African-American,Less than 25,Medium,Male,0,0,7,1,1,8/11/2013 10:00,8/12/2013 7:46
29,M,Caucasian,25 - 45,Medium,Male,0,0,6,1,1,11/3/2014 2:36,11/8/2014 12:48
58,M,African-American,Greater than 45,Medium,Male,21,-1,7,1,1,1/19/2013 4:12,3/19/2013 6:59
22,F,African-American,Less than 25,Medium,Male,3,-1,7,0,0,2/13/2013 5:57,5/30/2013 9:53
48,M,Hispanic,Greater than 45,Low,Male,1,0,1,1,1,12/10/2013 3:46,12/11/2013 3:41
37,F,Caucasian,25 - 45,Low,Male,0,0,4,0,0,1/18/2013 5:11,1/18/2013 8:38
57,F,African-American,Greater than 45,Medium,Male,1,-1,5,1,1,11/20/2014 7:13,12/16/2014 2:02
27,M,Caucasian,25 - 45,Low,Male,3,-22,1,0,0,7/28/2013 2:14,7/28/2013 2:01
26,F,African-American,25 - 45,Low,Male,3,0,4,0,0,4/12/2013 6:16,5/15/2013 7:34
24,F,Caucasian,Less than 25,High,Male,3,0,8,1,1,11/13/2013 3:26,11/13/2013 8:24
33,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,12/8/2013 2:41,12/9/2013 8:36
29,F,African-American,25 - 45,Medium,Male,2,-1,6,0,0,1/6/2013 10:04,1/7/2013 9:20
24,F,African-American,Less than 25,High,Female,3,-1,10,1,1,1/18/2014 8:34,1/19/2014 8:44
19,F,Caucasian,Less than 25,High,Male,1,-1,10,1,1,7/27/2014 4:46,8/28/2014 5:30
36,M,Caucasian,25 - 45,Low,Male,2,-1,1,0,0,10/14/2013 7:59,10/15/2013 7:40
24,F,Caucasian,Less than 25,Medium,Female,0,0,5,0,0,4/26/2013 2:32,4/26/2013 8:01
34,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,5/13/2013 6:00,5/13/2013 7:26
25,F,Hispanic,25 - 45,Medium,Male,2,-1,5,1,1,3/11/2013 8:47,3/12/2013 1:01
20,F,African-American,Less than 25,High,Male,1,-1,10,1,1,3/4/2014 8:07,3/5/2014 8:09
24,M,African-American,Less than 25,Low,Male,1,-1,2,1,1,9/23/2013 10:13,9/25/2013 9:17
61,F,Caucasian,Greater than 45,Low,Male,4,-1,1,0,0,1/21/2013 8:12,1/23/2013 2:40
50,F,African-American,Greater than 45,Low,Female,3,0,2,0,0,3/5/2014 12:31,3/5/2014 8:38
30,M,African-American,25 - 45,Low,Male,1,0,1,0,0,3/19/2013 1:34,3/23/2013 12:51
38,F,African-American,25 - 45,Low,Male,5,-1,3,0,0,11/29/2013 7:00,11/30/2013 12:28
24,M,Caucasian,Less than 25,Low,Male,0,-1,1,0,0,12/12/2013 9:51,12/13/2013 1:45
46,F,African-American,Greater than 45,High,Female,2,-1,10,1,1,10/26/2014 11:14,11/5/2014 4:22
41,M,Caucasian,25 - 45,Low,Male,0,-1,1,1,1,9/11/2013 6:01,9/15/2013 2:36
20,F,Other,Less than 25,High,Male,0,-1,8,1,1,10/29/2014 3:32,11/20/2014 8:32
27,M,African-American,25 - 45,High,Male,13,-1,8,1,1,4/16/2013 7:03,4/17/2013 10:30
26,M,African-American,25 - 45,Medium,Male,1,-1,6,1,1,10/15/2013 7:08,10/28/2013 8:48
29,F,African-American,25 - 45,Medium,Male,3,0,5,1,1,10/30/2014 2:21,10/31/2014 4:43
52,F,Caucasian,Greater than 45,Medium,Male,6,-1,5,1,1,10/24/2013 7:05,10/26/2013 2:35
28,F,Caucasian,25 - 45,Low,Male,1,0,4,1,1,2/16/2014 12:19,2/20/2014 12:30
55,F,African-American,Greater than 45,Low,Male,5,-1,3,1,1,11/11/2014 12:52,3/10/2015 12:38
26,F,African-American,25 - 45,High,Male,10,-1,9,1,1,3/4/2013 11:33,3/5/2013 4:54
28,F,African-American,25 - 45,High,Male,5,-1,10,0,0,9/10/2013 4:03,9/11/2013 8:05
63,F,Caucasian,Greater than 45,Low,Male,2,-3,1,0,0,12/9/2013 8:43,12/12/2013 10:30
42,F,African-American,25 - 45,Low,Male,0,0,1,0,0,4/17/2013 3:45,4/18/2013 5:26
23,F,African-American,Less than 25,Medium,Male,6,-1,6,1,0,4/19/2013 4:56,4/20/2013 1:49
54,F,African-American,Greater than 45,High,Male,28,-1,9,1,1,6/28/2014 10:26,7/4/2014 4:50
35,F,African-American,25 - 45,Medium,Male,8,-1,7,1,1,10/14/2014 3:55,10/24/2014 9:06
24,F,African-American,Less than 25,High,Female,6,-1,9,1,1,7/12/2014 6:31,8/7/2014 8:23
54,M,African-American,Greater than 45,Low,Male,2,-26,1,0,0,12/21/2013 5:27,12/22/2013 1:10
58,M,African-American,Greater than 45,Medium,Male,12,-1,6,1,1,11/23/2013 8:54,11/27/2013 8:50
23,M,Caucasian,Less than 25,Medium,Male,1,0,5,1,1,12/15/2014 1:06,12/15/2014 7:32
35,M,African-American,25 - 45,Low,Male,1,-1,2,0,0,3/9/2014 10:01,3/10/2014 9:42
20,F,African-American,Less than 25,High,Male,1,0,10,1,1,11/19/2013 2:33,11/21/2013 3:37
51,F,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,2/4/2013 2:44,3/11/2013 9:01
24,F,Hispanic,Less than 25,High,Male,0,0,10,0,0,4/27/2013 2:50,4/28/2013 3:43
37,F,Caucasian,25 - 45,Low,Male,3,-14,2,0,0,5/16/2013 8:42,5/23/2013 6:52
47,F,Caucasian,Greater than 45,Low,Male,3,-1,1,0,0,2/25/2014 11:20,2/26/2014 9:34
34,F,Caucasian,25 - 45,Medium,Male,4,-1,6,1,1,12/23/2014 8:14,12/24/2014 8:59
56,F,Caucasian,Greater than 45,Low,Male,0,-2,1,0,0,9/1/2013 11:41,9/2/2013 8:47
34,F,Hispanic,25 - 45,Low,Male,4,-1,1,1,1,12/22/2013 11:14,1/23/2014 5:54
59,F,Caucasian,Greater than 45,Low,Male,1,-2,1,1,1,2/23/2013 1:07,2/23/2013 9:07
35,F,Asian,25 - 45,Medium,Male,0,-1,6,0,0,5/15/2013 3:27,8/24/2013 5:06
58,F,Hispanic,Greater than 45,Low,Male,1,-11,1,0,0,1/27/2013 7:57,2/6/2013 10:02
29,M,Hispanic,25 - 45,Low,Male,2,-26,4,0,0,1/11/2013 6:07,1/12/2013 4:14
24,F,Caucasian,Less than 25,High,Female,6,0,9,1,1,4/16/2014 2:28,4/19/2014 11:22
21,M,Caucasian,Less than 25,High,Male,2,-1,9,1,1,11/5/2013 11:10,11/14/2013 1:27
50,F,Asian,Greater than 45,Medium,Male,5,0,7,1,1,11/21/2014 2:03,12/2/2014 8:28
26,F,African-American,25 - 45,Low,Male,1,-1,2,0,0,2/12/2013 3:08,2/13/2013 8:21
30,M,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,9/5/2013 10:47,9/6/2013 11:08
29,M,Caucasian,25 - 45,Low,Male,0,0,4,1,1,3/26/2014 12:14,3/27/2014 12:18
54,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,2/17/2013 3:23,2/18/2013 6:40
29,F,African-American,25 - 45,Low,Male,4,-1,4,1,1,11/12/2013 1:08,11/20/2013 6:26
59,M,Caucasian,Greater than 45,Low,Female,0,-2,1,0,0,10/9/2013 9:01,10/10/2013 7:57
38,F,African-American,25 - 45,Medium,Male,0,0,5,0,0,3/27/2013 1:50,3/28/2013 8:18
27,M,Caucasian,25 - 45,Low,Male,1,-1,3,1,1,2/20/2013 9:27,2/21/2013 12:19
26,F,Hispanic,25 - 45,Medium,Male,7,-1,5,1,1,5/17/2014 7:40,5/18/2014 9:31
52,F,Hispanic,Greater than 45,Low,Male,20,-1,3,0,0,4/20/2013 10:15,5/18/2013 7:59
66,F,African-American,Greater than 45,Medium,Male,33,0,6,1,1,12/21/2013 12:34,1/4/2014 3:41
27,F,Caucasian,25 - 45,Medium,Male,2,0,5,0,0,3/9/2013 2:19,3/9/2013 9:06
51,M,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,4/21/2013 2:10,4/22/2013 3:59
35,F,Caucasian,25 - 45,Low,Male,1,0,2,0,0,10/3/2013 7:44,12/16/2013 8:06
52,M,Caucasian,Greater than 45,Low,Male,4,-1,3,0,0,2/2/2014 2:24,2/3/2014 1:24
48,F,Other,Greater than 45,Medium,Male,12,0,5,0,0,3/16/2013 3:19,3/17/2013 8:00
26,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,10/26/2013 2:28,10/27/2013 8:36
48,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,1/14/2014 4:43,1/15/2014 3:21
30,M,Hispanic,25 - 45,Low,Male,7,-1,4,0,0,8/26/2013 11:08,10/3/2013 5:13
28,M,Other,25 - 45,Low,Male,2,-1,1,0,0,11/2/2013 5:18,11/4/2013 4:03
33,M,African-American,25 - 45,Low,Male,2,0,3,0,0,10/8/2013 2:14,10/8/2013 11:59
34,F,African-American,25 - 45,Low,Female,6,-1,4,0,0,4/22/2013 8:12,6/13/2013 9:46
25,M,Other,25 - 45,Low,Male,0,0,1,0,0,12/20/2013 3:36,12/20/2013 2:06
59,F,African-American,Greater than 45,Medium,Male,10,-1,7,1,1,11/5/2014 7:10,3/12/2015 10:11
29,F,African-American,25 - 45,Medium,Male,5,-1,5,1,1,6/10/2014 4:43,6/12/2014 9:19
24,F,Caucasian,Less than 25,Low,Male,0,0,2,0,0,4/10/2013 1:50,4/11/2013 7:15
48,F,Caucasian,Greater than 45,Medium,Male,1,-1,7,1,1,3/1/2013 7:50,7/8/2013 8:13
52,M,African-American,Greater than 45,Medium,Male,4,0,5,0,0,1/21/2014 1:50,1/22/2014 2:48
20,F,African-American,Less than 25,Low,Male,0,0,4,1,1,10/18/2014 1:22,10/18/2014 8:58
25,F,Caucasian,25 - 45,Low,Male,4,-5,4,1,1,5/10/2014 1:35,5/15/2014 10:32
24,F,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,1/1/2013 5:32,1/16/2013 6:22
23,M,Caucasian,Less than 25,High,Male,0,-1,9,0,0,1/19/2013 7:06,1/20/2013 12:29
27,F,Caucasian,25 - 45,Low,Male,6,-1,4,1,0,10/18/2013 1:19,10/19/2013 8:00
25,M,African-American,25 - 45,Low,Male,1,-1,3,1,1,6/12/2014 12:59,6/13/2014 8:53
31,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,8/16/2013 6:01,8/16/2013 6:08
25,F,African-American,25 - 45,Low,Male,6,-1,4,1,1,4/12/2014 1:03,4/16/2014 8:49
32,F,Caucasian,25 - 45,Low,Male,1,-7,1,1,1,1/14/2014 10:07,1/15/2014 1:58
21,F,Caucasian,Less than 25,Low,Male,0,-1,3,1,1,4/6/2014 12:28,4/6/2014 2:30
37,F,Other,25 - 45,Low,Male,1,-1,1,0,0,2/20/2013 8:05,2/25/2013 9:11
25,F,Caucasian,25 - 45,Low,Male,0,0,3,0,0,12/8/2013 1:39,12/8/2013 1:45
32,F,Hispanic,25 - 45,High,Male,20,0,10,0,0,1/1/2013 5:08,1/2/2013 3:08
35,F,African-American,25 - 45,Medium,Male,0,-1,7,0,0,4/24/2013 7:43,4/26/2013 8:46
42,F,African-American,25 - 45,Medium,Male,14,-1,7,1,1,2/8/2014 9:03,2/10/2014 2:33
24,M,Caucasian,Less than 25,High,Male,9,-23,10,1,1,8/17/2013 1:46,8/27/2013 3:55
21,F,Hispanic,Less than 25,Medium,Male,0,-1,6,1,1,8/23/2013 9:06,8/24/2013 8:56
47,M,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,3/20/2013 2:25,3/20/2013 7:51
27,F,African-American,25 - 45,High,Male,5,-1,9,1,1,3/20/2014 2:19,3/21/2014 7:57
43,M,Hispanic,25 - 45,Low,Male,2,-12,1,1,1,10/3/2014 4:35,10/7/2014 9:34
46,F,Caucasian,Greater than 45,Medium,Male,2,-1,6,1,1,11/16/2013 9:37,11/17/2013 8:25
44,M,African-American,25 - 45,Low,Male,1,0,3,0,0,1/29/2013 6:36,1/29/2013 8:34
23,F,Caucasian,Less than 25,Low,Male,2,-1,2,0,0,12/12/2013 11:10,12/13/2013 8:47
42,F,African-American,25 - 45,Medium,Male,8,-1,5,0,0,10/2/2013 10:41,10/4/2013 5:24
58,F,African-American,Greater than 45,Medium,Male,6,-1,6,0,0,5/21/2013 3:25,10/12/2013 5:17
26,F,African-American,25 - 45,Medium,Male,3,-1,6,1,0,1/24/2013 9:05,1/26/2013 4:55
48,F,Other,Greater than 45,Low,Female,0,-1,1,0,0,2/3/2013 10:36,2/20/2013 12:12
39,F,African-American,25 - 45,Low,Male,3,-1,3,1,1,10/29/2013 5:34,11/1/2013 5:49
21,F,African-American,Less than 25,Medium,Male,3,0,5,1,1,5/15/2013 12:34,5/15/2013 7:01
63,M,Caucasian,Greater than 45,Low,Male,1,-9,1,0,0,1/22/2014 10:01,1/28/2014 3:54
22,F,African-American,Less than 25,Medium,Male,3,-11,7,1,1,11/7/2013 10:41,11/15/2013 8:48
50,M,African-American,Greater than 45,Low,Male,3,-1,3,0,0,2/2/2013 9:08,2/3/2013 6:57
38,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,5/26/2013 10:41,6/5/2013 9:47
41,F,Caucasian,25 - 45,Medium,Male,1,-6,6,0,0,10/16/2013 3:27,10/22/2013 10:32
28,F,African-American,25 - 45,High,Male,16,-1,8,1,1,2/24/2014 4:17,2/25/2014 8:09
30,M,African-American,25 - 45,Low,Female,0,0,3,0,0,11/6/2013 3:13,11/7/2013 9:03
23,F,African-American,Less than 25,Medium,Male,1,0,5,0,0,4/24/2013 2:27,4/24/2013 8:08
25,F,Caucasian,25 - 45,Low,Male,2,-13,4,1,1,1/10/2014 3:47,1/22/2014 8:41
40,F,Caucasian,25 - 45,Low,Male,5,0,4,0,0,9/15/2013 3:23,9/15/2013 7:27
24,F,Hispanic,Less than 25,High,Male,8,0,8,0,0,4/25/2013 2:04,4/25/2013 1:19
27,M,African-American,25 - 45,Low,Male,5,0,4,1,1,12/22/2013 5:35,2/24/2014 8:43
44,M,Caucasian,25 - 45,Low,Male,11,0,3,0,0,9/7/2013 3:37,3/6/2014 10:26
35,F,African-American,25 - 45,Low,Female,6,-1,2,1,1,10/29/2013 2:27,10/30/2013 8:32
42,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,2/6/2013 2:27,2/6/2013 7:49
38,F,African-American,25 - 45,Medium,Male,15,0,7,1,0,1/24/2014 4:04,1/24/2014 9:37
26,F,Hispanic,25 - 45,Medium,Male,4,0,6,0,0,3/6/2013 12:02,3/6/2013 9:47
25,M,African-American,25 - 45,Low,Female,0,-1,3,0,0,5/27/2013 9:36,5/28/2013 9:04
64,F,Hispanic,Greater than 45,Low,Male,1,-8,1,0,0,8/5/2013 12:41,8/13/2013 2:27
49,M,Caucasian,Greater than 45,Low,Female,2,0,1,1,1,1/21/2014 3:14,1/21/2014 7:59
50,F,Caucasian,Greater than 45,Low,Male,5,-1,1,1,1,12/14/2014 4:50,12/15/2014 6:38
66,M,Caucasian,Greater than 45,Low,Male,0,0,1,1,1,8/14/2013 5:00,8/15/2013 4:51
46,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,8/20/2013 9:12,8/21/2013 9:19
30,F,African-American,25 - 45,Medium,Male,5,-1,6,1,1,3/3/2013 6:23,3/4/2013 8:33
22,M,Caucasian,Less than 25,Low,Female,0,0,3,0,0,1/22/2014 12:55,1/22/2014 9:20
23,M,Caucasian,Less than 25,Low,Male,1,-1,4,0,0,3/23/2013 10:06,4/2/2013 9:22
30,M,Other,25 - 45,Medium,Male,0,-1,6,1,1,12/6/2013 7:17,12/7/2013 7:42
31,M,Hispanic,25 - 45,Low,Male,0,-1,1,0,0,2/24/2013 12:26,2/25/2013 1:51
31,F,Other,25 - 45,Low,Male,1,-1,2,0,0,4/30/2013 7:18,5/1/2013 3:47
25,M,African-American,25 - 45,Low,Male,0,-1,3,1,0,3/16/2013 9:16,3/17/2013 2:17
21,F,Caucasian,Less than 25,Medium,Female,0,-1,7,0,0,11/3/2013 1:54,11/5/2013 5:54
27,M,African-American,25 - 45,Low,Male,0,-1,2,0,0,1/12/2013 4:24,1/13/2013 12:41
20,M,Hispanic,Less than 25,Low,Male,0,-1,2,1,1,5/23/2014 7:42,5/24/2014 8:43
32,F,Hispanic,25 - 45,Low,Male,1,-27,1,0,0,6/26/2013 7:47,6/26/2013 8:09
24,F,Caucasian,Less than 25,Medium,Female,0,0,5,0,0,9/22/2013 5:21,9/23/2013 2:00
20,F,African-American,Less than 25,Low,Male,1,-1,3,0,0,1/28/2014 12:49,1/29/2014 10:42
31,M,African-American,25 - 45,High,Male,3,-20,8,1,1,6/22/2013 7:50,7/12/2013 5:35
27,M,African-American,25 - 45,Medium,Male,3,-1,7,1,1,12/1/2014 3:21,12/7/2014 4:35
40,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,1/17/2013 5:59,1/18/2013 8:48
22,F,African-American,Less than 25,High,Male,11,0,10,1,1,12/10/2014 1:21,12/10/2014 1:26
38,F,African-American,25 - 45,Low,Female,1,-1,1,0,0,4/15/2013 11:18,4/16/2013 9:12
36,M,Hispanic,25 - 45,High,Male,1,-8,10,1,1,12/3/2014 12:46,1/12/2015 9:14
30,M,African-American,25 - 45,Medium,Male,1,0,7,0,0,3/4/2013 3:53,3/5/2013 1:59
27,F,Caucasian,25 - 45,Medium,Male,6,-1,6,1,1,5/14/2014 2:14,6/17/2014 10:56
59,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,10/9/2013 3:00,10/9/2013 8:12
